hotel_name,date,ADR,ADR_Competition,Occupancy_%,Occupancy_Competition_%,Rooms_Available,Rooms_Sold,Justification
St Regis Dubai,23/04/2024,1044.08,918.53,67.7,71.2,230,156,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,24/04/2024,962.06,898.23,66.8,67.2,230,154,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
St Regis Dubai,25/04/2024,994.6,926.16,72.4,70.8,230,167,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
St Regis Dubai,26/04/2024,1168.57,962.71,65.1,71.6,230,150,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Softer pickup due to competitive pressure or demand compression.
St Regis Dubai,27/04/2024,1075.57,900.21,72.0,75.8,230,166,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,28/04/2024,971.51,913.31,74.2,75.1,230,171,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
St Regis Dubai,29/04/2024,1050.74,908.72,67.5,69.7,230,155,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,30/04/2024,1011.26,884.3,73.9,73.5,230,170,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,01/05/2024,1038.74,949.11,63.9,65.7,230,147,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,02/05/2024,1065.9,907.37,63.9,63.8,230,147,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,03/05/2024,1040.07,946.68,65.6,70.9,230,151,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Softer pickup due to competitive pressure or demand compression.
St Regis Dubai,04/05/2024,1095.26,974.72,65.2,70.1,230,150,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,05/05/2024,1079.3,896.84,61.2,67.7,230,141,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Softer pickup due to competitive pressure or demand compression.
St Regis Dubai,06/05/2024,994.98,899.32,59.3,61.0,230,136,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,07/05/2024,1039.06,899.76,73.1,73.5,230,168,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,08/05/2024,956.9,898.77,74.4,75.4,230,171,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
St Regis Dubai,09/05/2024,1014.18,906.49,66.6,68.9,230,153,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,10/05/2024,1021.73,935.09,70.9,73.8,230,163,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,11/05/2024,1047.84,931.15,74.1,73.1,230,170,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,12/05/2024,979.78,834.16,64.2,71.8,230,148,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Softer pickup due to competitive pressure or demand compression.
St Regis Dubai,13/05/2024,987.92,896.95,61.4,64.5,230,141,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,14/05/2024,1058.0,876.11,70.0,71.0,230,161,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,15/05/2024,984.8,925.96,66.9,67.0,230,154,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
St Regis Dubai,16/05/2024,1009.05,873.14,64.3,67.7,230,148,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,17/05/2024,1110.27,972.03,72.7,72.8,230,167,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,18/05/2024,1059.77,920.9,72.1,75.6,230,166,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,19/05/2024,967.94,915.36,69.5,70.9,230,160,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
St Regis Dubai,20/05/2024,1046.19,892.31,60.8,66.5,230,140,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Softer pickup due to competitive pressure or demand compression.
St Regis Dubai,21/05/2024,994.12,864.23,65.9,64.9,230,152,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,22/05/2024,1024.07,849.97,65.2,69.0,230,150,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,23/05/2024,1016.63,891.81,68.2,68.3,230,157,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,24/05/2024,1077.08,955.27,70.4,72.8,230,162,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,25/05/2024,993.98,960.84,70.8,69.9,230,163,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
St Regis Dubai,26/05/2024,1012.38,911.4,67.3,68.5,230,155,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,27/05/2024,964.44,892.1,65.5,68.9,230,151,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,28/05/2024,949.94,917.93,71.6,71.2,230,165,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
St Regis Dubai,29/05/2024,1068.38,913.82,72.1,73.0,230,166,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,30/05/2024,904.81,856.81,65.8,66.7,230,151,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
St Regis Dubai,31/05/2024,1048.02,967.07,71.2,74.4,230,164,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
